,Stability
graph_3_1_node_987,0
graph_3_1_node_616,0
graph_3_1_node_607,0
graph_3_1_node_288,0
graph_3_1_node_584,1
graph_3_1_node_911,1
graph_3_1_node_814,1
graph_3_1_node_931,1
graph_3_1_node_425,1
graph_3_1_node_366,0
graph_3_1_node_370,0
graph_3_1_node_921,1
graph_3_1_node_512,0
graph_3_1_node_972,1
graph_3_1_node_680,1
graph_3_1_node_207,1
graph_3_1_node_400,1
graph_3_1_node_748,1
graph_3_1_node_775,1
graph_3_1_node_335,1
graph_3_1_node_226,0
graph_3_1_node_903,1
graph_3_1_node_192,1
graph_3_1_node_203,0
graph_3_1_node_214,1
graph_3_1_node_976,1
graph_3_1_node_888,0
graph_3_1_node_870,0
graph_3_1_node_759,0
graph_3_1_node_583,1
graph_3_1_node_826,0
graph_3_1_node_272,1
graph_3_1_node_163,1
graph_3_1_node_264,1
graph_3_1_node_79,0
graph_3_1_node_913,1
graph_3_1_node_172,1
graph_3_1_node_867,1
graph_3_1_node_848,1
graph_3_1_node_367,1
graph_3_1_node_610,0
graph_3_1_node_904,1
graph_3_1_node_953,1
graph_3_1_node_989,0
graph_3_1_node_54,1
graph_3_1_node_768,1
graph_3_1_node_399,0
graph_3_1_node_140,1
graph_3_1_node_956,0
graph_3_1_node_259,1
graph_3_1_node_515,1
graph_3_1_node_894,1
graph_3_1_node_676,1
graph_3_1_node_788,0
graph_3_1_node_434,0
graph_3_1_node_787,0
graph_3_1_node_467,1
graph_3_1_node_28,1
graph_3_1_node_190,0
graph_3_1_node_53,1
graph_3_1_node_571,0
graph_3_1_node_993,0
graph_3_1_node_205,1
graph_3_1_node_159,0
graph_3_1_node_102,1
graph_3_1_node_225,1
graph_3_1_node_562,0
graph_3_1_node_654,1
graph_3_1_node_362,1
graph_3_1_node_309,1
graph_3_1_node_197,1
graph_3_1_node_323,1
graph_3_1_node_295,0
graph_3_1_node_960,1
graph_3_1_node_683,1
graph_3_1_node_740,1
graph_3_1_node_686,1
graph_3_1_node_5,0
graph_3_1_node_490,1
graph_3_1_node_615,1
graph_3_1_node_429,0
graph_3_1_node_235,1
graph_3_1_node_664,1
graph_3_1_node_658,1
graph_3_1_node_926,1
graph_3_1_node_897,1
graph_3_1_node_0,1
graph_3_1_node_914,1
graph_3_1_node_657,1
graph_3_1_node_663,1
graph_3_1_node_624,1
graph_3_1_node_113,1
graph_3_1_node_20,1
graph_3_1_node_789,0
graph_3_1_node_541,0
graph_3_1_node_612,1
graph_3_1_node_318,1
graph_3_1_node_357,1
graph_3_1_node_684,0
graph_3_1_node_57,0
graph_3_1_node_801,1
graph_3_1_node_437,1
graph_3_1_node_555,0
graph_3_1_node_731,1
graph_3_1_node_738,1
graph_3_1_node_925,1
graph_3_1_node_472,1
graph_3_1_node_364,1
graph_3_1_node_535,0
graph_3_1_node_154,1
graph_3_1_node_782,0
graph_3_1_node_929,0
graph_3_1_node_889,0
graph_3_1_node_451,1
