,Stability
graph_2_2_node_737,1
graph_2_2_node_996,1
graph_2_2_node_292,1
graph_2_2_node_599,1
graph_2_2_node_970,0
graph_2_2_node_980,0
graph_2_2_node_999,0
graph_2_2_node_854,0
graph_2_2_node_462,1
graph_2_2_node_351,0
graph_2_2_node_761,1
graph_2_2_node_231,1
graph_2_2_node_77,0
graph_2_2_node_311,1
graph_2_2_node_59,0
graph_2_2_node_705,1
graph_2_2_node_646,1
graph_2_2_node_889,0
graph_2_2_node_424,0
graph_2_2_node_451,1
graph_2_2_node_164,0
graph_2_2_node_307,1
graph_2_2_node_423,0
graph_2_2_node_974,1
graph_2_2_node_830,1
graph_2_2_node_696,0
graph_2_2_node_478,1
graph_2_2_node_131,1
graph_2_2_node_671,1
graph_2_2_node_848,1
graph_2_2_node_61,1
graph_2_2_node_159,0
graph_2_2_node_39,0
graph_2_2_node_735,0
graph_2_2_node_652,1
graph_2_2_node_339,1
graph_2_2_node_690,1
graph_2_2_node_953,1
graph_2_2_node_344,1
graph_2_2_node_842,1
graph_2_2_node_927,1
graph_2_2_node_397,1
graph_2_2_node_557,0
graph_2_2_node_923,1
graph_2_2_node_416,1
graph_2_2_node_722,0
graph_2_2_node_426,1
graph_2_2_node_298,1
graph_2_2_node_124,0
graph_2_2_node_57,0
graph_2_2_node_228,0
graph_2_2_node_773,1
graph_2_2_node_636,0
graph_2_2_node_785,1
graph_2_2_node_569,1
graph_2_2_node_658,1
graph_2_2_node_893,1
graph_2_2_node_879,0
graph_2_2_node_683,1
graph_2_2_node_142,1
graph_2_2_node_6,1
graph_2_2_node_155,0
graph_2_2_node_472,1
graph_2_2_node_639,1
graph_2_2_node_207,1
graph_2_2_node_779,1
graph_2_2_node_508,0
graph_2_2_node_281,1
graph_2_2_node_367,1
graph_2_2_node_346,1
graph_2_2_node_69,1
graph_2_2_node_347,1
graph_2_2_node_784,1
graph_2_2_node_501,1
graph_2_2_node_484,1
graph_2_2_node_763,1
graph_2_2_node_455,1
graph_2_2_node_355,1
graph_2_2_node_26,1
graph_2_2_node_692,0
graph_2_2_node_400,1
graph_2_2_node_952,0
graph_2_2_node_843,0
graph_2_2_node_395,0
graph_2_2_node_519,0
graph_2_2_node_401,0
graph_2_2_node_489,0
graph_2_2_node_738,1
graph_2_2_node_684,0
graph_2_2_node_661,0
graph_2_2_node_822,0
graph_2_2_node_685,0
graph_2_2_node_62,0
graph_2_2_node_585,1
graph_2_2_node_667,0
graph_2_2_node_618,1
graph_2_2_node_60,1
graph_2_2_node_145,1
graph_2_2_node_488,1
graph_2_2_node_904,1
graph_2_2_node_214,1
graph_2_2_node_985,1
graph_2_2_node_244,1
graph_2_2_node_624,1
graph_2_2_node_310,1
graph_2_2_node_798,1
graph_2_2_node_482,1
graph_2_2_node_371,0
graph_2_2_node_956,0
graph_2_2_node_359,1
graph_2_2_node_743,1
graph_2_2_node_118,0
graph_2_2_node_982,1
graph_2_2_node_90,0
graph_2_2_node_250,0
graph_2_2_node_274,0
graph_2_2_node_814,1
graph_2_2_node_370,0
graph_2_2_node_697,1
graph_2_2_node_606,0
graph_2_2_node_25,0
graph_2_2_node_867,1
graph_2_2_node_579,1
graph_2_2_node_412,1
graph_2_2_node_542,0
graph_2_2_node_422,1
graph_2_2_node_948,0
graph_2_2_node_308,0
graph_2_2_node_28,1
graph_2_2_node_181,0
graph_2_2_node_363,0
graph_2_2_node_241,1
graph_2_2_node_925,1
graph_2_2_node_333,1
graph_2_2_node_533,0
graph_2_2_node_365,1
graph_2_2_node_288,0
graph_2_2_node_358,0
graph_2_2_node_835,1
graph_2_2_node_63,1
graph_2_2_node_961,1
graph_2_2_node_871,0
graph_2_2_node_540,1
graph_2_2_node_201,1
graph_2_2_node_175,1
graph_2_2_node_888,0
graph_2_2_node_379,1
graph_2_2_node_354,1
graph_2_2_node_294,0
graph_2_2_node_709,1
graph_2_2_node_575,0
graph_2_2_node_565,1
graph_2_2_node_199,1
graph_2_2_node_421,1
graph_2_2_node_837,0
graph_2_2_node_263,0
graph_2_2_node_920,1
graph_2_2_node_180,1
graph_2_2_node_48,1
graph_2_2_node_912,1
graph_2_2_node_81,0
graph_2_2_node_887,1
graph_2_2_node_350,1
graph_2_2_node_479,1
graph_2_2_node_602,1
graph_2_2_node_853,1
graph_2_2_node_826,0
graph_2_2_node_177,1
graph_2_2_node_595,1
graph_2_2_node_541,0
graph_2_2_node_99,1
graph_2_2_node_725,0
graph_2_2_node_266,0
graph_2_2_node_529,1
graph_2_2_node_45,1
graph_2_2_node_343,1
graph_2_2_node_512,0
graph_2_2_node_494,0
graph_2_2_node_659,1
graph_2_2_node_791,0
graph_2_2_node_389,1
graph_2_2_node_273,0
graph_2_2_node_984,1
graph_2_2_node_928,1
graph_2_2_node_262,1
graph_2_2_node_329,0
graph_2_2_node_387,1
graph_2_2_node_173,0
graph_2_2_node_327,1
graph_2_2_node_612,1
graph_2_2_node_753,0
graph_2_2_node_860,0
graph_2_2_node_143,1
graph_2_2_node_9,0
graph_2_2_node_656,1
graph_2_2_node_441,1
graph_2_2_node_596,1
graph_2_2_node_369,0
graph_2_2_node_454,1
graph_2_2_node_613,0
graph_2_2_node_46,1
graph_2_2_node_559,0
graph_2_2_node_238,1
graph_2_2_node_74,0
graph_2_2_node_481,1
graph_2_2_node_221,0
graph_2_2_node_434,0
graph_2_2_node_161,0
graph_2_2_node_805,0
graph_2_2_node_420,1
graph_2_2_node_677,0
graph_2_2_node_930,0
graph_2_2_node_752,1
graph_2_2_node_377,1
graph_2_2_node_176,1
graph_2_2_node_242,1
graph_2_2_node_248,0
graph_2_2_node_694,0
graph_2_2_node_840,0
graph_2_2_node_217,1
graph_2_2_node_993,0
graph_2_2_node_633,1
graph_2_2_node_79,0
graph_2_2_node_320,0
graph_2_2_node_522,1
graph_2_2_node_240,0
graph_2_2_node_392,1
graph_2_2_node_631,1
graph_2_2_node_407,1
graph_2_2_node_990,0
graph_2_2_node_160,1
graph_2_2_node_237,1
graph_2_2_node_51,1
graph_2_2_node_104,1
graph_2_2_node_829,1
graph_2_2_node_839,0
graph_2_2_node_293,1
graph_2_2_node_385,1
graph_2_2_node_720,1
graph_2_2_node_736,1
graph_2_2_node_398,0
graph_2_2_node_316,0
graph_2_2_node_429,0
graph_2_2_node_253,1
graph_2_2_node_368,1
graph_2_2_node_521,1
graph_2_2_node_450,1
graph_2_2_node_775,1
graph_2_2_node_549,1
graph_2_2_node_17,0
graph_2_2_node_804,1
graph_2_2_node_617,0
graph_2_2_node_726,0
graph_2_2_node_698,1
graph_2_2_node_891,0
graph_2_2_node_76,1
graph_2_2_node_16,0
graph_2_2_node_381,0
graph_2_2_node_314,1
graph_2_2_node_701,1
graph_2_2_node_382,1
graph_2_2_node_817,0
graph_2_2_node_660,0
graph_2_2_node_135,0
graph_2_2_node_632,0
graph_2_2_node_528,1
graph_2_2_node_132,0
graph_2_2_node_272,1
graph_2_2_node_235,1
graph_2_2_node_409,1
graph_2_2_node_864,1
graph_2_2_node_863,1
graph_2_2_node_452,0
graph_2_2_node_556,1
graph_2_2_node_86,0
graph_2_2_node_715,1
graph_2_2_node_32,0
graph_2_2_node_978,0
graph_2_2_node_915,0
graph_2_2_node_551,0
graph_2_2_node_342,0
graph_2_2_node_881,1
graph_2_2_node_570,0
graph_2_2_node_282,1
graph_2_2_node_959,0
graph_2_2_node_603,1
graph_2_2_node_12,1
graph_2_2_node_721,0
graph_2_2_node_428,1
graph_2_2_node_819,0
graph_2_2_node_300,0
graph_2_2_node_642,0
graph_2_2_node_621,0
graph_2_2_node_706,0
graph_2_2_node_185,1
graph_2_2_node_723,1
graph_2_2_node_491,1
graph_2_2_node_898,1
graph_2_2_node_464,1
graph_2_2_node_728,1
graph_2_2_node_649,0
graph_2_2_node_82,0
graph_2_2_node_973,1
graph_2_2_node_591,1
graph_2_2_node_245,1
graph_2_2_node_297,0
graph_2_2_node_548,1
graph_2_2_node_610,0
graph_2_2_node_672,1
graph_2_2_node_66,1
graph_2_2_node_197,1
graph_2_2_node_120,1
graph_2_2_node_65,1
graph_2_2_node_195,1
