,Stability
graph_4_2_node_909,1
graph_4_2_node_236,1
graph_4_2_node_494,0
graph_4_2_node_614,0
graph_4_2_node_309,1
graph_4_2_node_138,1
graph_4_2_node_411,1
graph_4_2_node_586,1
graph_4_2_node_426,1
graph_4_2_node_282,1
graph_4_2_node_698,1
graph_4_2_node_628,1
graph_4_2_node_232,1
graph_4_2_node_867,1
graph_4_2_node_590,1
graph_4_2_node_175,1
graph_4_2_node_669,0
graph_4_2_node_18,1
graph_4_2_node_674,0
graph_4_2_node_591,1
graph_4_2_node_684,0
graph_4_2_node_38,1
graph_4_2_node_97,1
graph_4_2_node_956,0
graph_4_2_node_813,1
graph_4_2_node_16,0
graph_4_2_node_495,1
graph_4_2_node_612,1
graph_4_2_node_574,0
graph_4_2_node_437,1
graph_4_2_node_568,1
graph_4_2_node_552,1
graph_4_2_node_255,1
graph_4_2_node_145,1
graph_4_2_node_554,1
graph_4_2_node_206,0
graph_4_2_node_997,1
graph_4_2_node_82,0
graph_4_2_node_271,1
graph_4_2_node_846,0
graph_4_2_node_985,1
graph_4_2_node_924,0
graph_4_2_node_398,0
graph_4_2_node_504,0
graph_4_2_node_460,1
graph_4_2_node_155,0
graph_4_2_node_418,1
graph_4_2_node_31,1
graph_4_2_node_941,0
graph_4_2_node_269,1
graph_4_2_node_853,1
graph_4_2_node_119,1
graph_4_2_node_74,0
graph_4_2_node_844,0
graph_4_2_node_92,1
graph_4_2_node_89,0
graph_4_2_node_513,1
graph_4_2_node_210,1
graph_4_2_node_28,1
graph_4_2_node_221,0
graph_4_2_node_799,0
graph_4_2_node_327,1
graph_4_2_node_797,1
graph_4_2_node_514,1
graph_4_2_node_415,1
graph_4_2_node_65,1
graph_4_2_node_975,1
graph_4_2_node_188,1
graph_4_2_node_949,0
graph_4_2_node_453,1
graph_4_2_node_711,1
graph_4_2_node_942,0
graph_4_2_node_256,1
graph_4_2_node_606,0
graph_4_2_node_970,0
graph_4_2_node_594,1
graph_4_2_node_827,0
graph_4_2_node_407,1
graph_4_2_node_807,1
graph_4_2_node_488,1
graph_4_2_node_750,0
graph_4_2_node_899,1
graph_4_2_node_610,0
graph_4_2_node_723,1
graph_4_2_node_94,1
graph_4_2_node_20,1
graph_4_2_node_183,1
graph_4_2_node_840,0
graph_4_2_node_992,1
graph_4_2_node_493,1
graph_4_2_node_263,0
graph_4_2_node_402,0
graph_4_2_node_730,0
graph_4_2_node_998,1
graph_4_2_node_233,1
graph_4_2_node_911,1
graph_4_2_node_289,0
graph_4_2_node_679,1
graph_4_2_node_341,1
graph_4_2_node_559,0
graph_4_2_node_744,0
graph_4_2_node_915,0
graph_4_2_node_858,0
graph_4_2_node_931,1
graph_4_2_node_769,1
graph_4_2_node_419,0
graph_4_2_node_821,1
graph_4_2_node_870,0
graph_4_2_node_938,1
graph_4_2_node_87,1
graph_4_2_node_388,0
graph_4_2_node_575,0
graph_4_2_node_700,1
graph_4_2_node_436,1
graph_4_2_node_665,1
graph_4_2_node_553,0
graph_4_2_node_505,0
graph_4_2_node_657,1
graph_4_2_node_604,1
graph_4_2_node_348,1
graph_4_2_node_105,0
graph_4_2_node_474,1
graph_4_2_node_906,1
graph_4_2_node_45,1
graph_4_2_node_599,1
graph_4_2_node_131,1
graph_4_2_node_249,1
graph_4_2_node_832,1
graph_4_2_node_267,1
graph_4_2_node_800,0
graph_4_2_node_19,1
graph_4_2_node_661,0
graph_4_2_node_219,1
graph_4_2_node_292,1
graph_4_2_node_149,1
graph_4_2_node_156,0
graph_4_2_node_387,1
graph_4_2_node_874,0
graph_4_2_node_608,0
graph_4_2_node_779,1
graph_4_2_node_710,0
graph_4_2_node_897,1
graph_4_2_node_338,1
graph_4_2_node_484,1
graph_4_2_node_90,0
graph_4_2_node_88,1
graph_4_2_node_578,1
graph_4_2_node_718,1
graph_4_2_node_988,1
graph_4_2_node_208,1
graph_4_2_node_577,1
graph_4_2_node_904,1
graph_4_2_node_288,0
graph_4_2_node_919,0
graph_4_2_node_675,0
graph_4_2_node_647,0
graph_4_2_node_107,1
graph_4_2_node_324,0
graph_4_2_node_452,0
graph_4_2_node_826,0
graph_4_2_node_345,0
graph_4_2_node_14,0
graph_4_2_node_55,1
graph_4_2_node_330,1
graph_4_2_node_626,1
graph_4_2_node_875,1
graph_4_2_node_135,0
graph_4_2_node_476,0
graph_4_2_node_379,1
graph_4_2_node_116,1
graph_4_2_node_953,1
graph_4_2_node_989,0
graph_4_2_node_497,0
graph_4_2_node_565,1
graph_4_2_node_719,1
graph_4_2_node_312,1
graph_4_2_node_231,1
graph_4_2_node_855,1
graph_4_2_node_396,1
graph_4_2_node_835,1
graph_4_2_node_408,1
graph_4_2_node_908,1
graph_4_2_node_693,0
graph_4_2_node_121,1
graph_4_2_node_347,1
graph_4_2_node_429,0
graph_4_2_node_192,1
graph_4_2_node_968,1
graph_4_2_node_363,0
graph_4_2_node_709,1
graph_4_2_node_170,1
graph_4_2_node_828,1
graph_4_2_node_959,0
graph_4_2_node_490,1
graph_4_2_node_601,1
graph_4_2_node_356,1
graph_4_2_node_358,0
graph_4_2_node_79,0
graph_4_2_node_733,1
graph_4_2_node_658,1
graph_4_2_node_406,1
