,Stability
graph_4_4_node_81,0
graph_4_4_node_658,1
graph_4_4_node_449,0
graph_4_4_node_885,1
graph_4_4_node_487,1
graph_4_4_node_717,1
graph_4_4_node_420,1
graph_4_4_node_109,1
graph_4_4_node_896,1
graph_4_4_node_946,1
graph_4_4_node_992,1
graph_4_4_node_982,1
graph_4_4_node_290,0
graph_4_4_node_767,0
graph_4_4_node_941,0
graph_4_4_node_899,1
graph_4_4_node_549,1
graph_4_4_node_506,1
graph_4_4_node_737,1
graph_4_4_node_281,1
graph_4_4_node_194,0
graph_4_4_node_353,1
graph_4_4_node_127,1
graph_4_4_node_952,0
graph_4_4_node_233,1
graph_4_4_node_752,1
graph_4_4_node_836,0
graph_4_4_node_830,1
graph_4_4_node_310,1
graph_4_4_node_854,0
graph_4_4_node_645,1
graph_4_4_node_472,1
graph_4_4_node_600,1
graph_4_4_node_498,1
graph_4_4_node_586,1
graph_4_4_node_799,0
graph_4_4_node_673,0
graph_4_4_node_644,1
graph_4_4_node_839,0
graph_4_4_node_416,1
graph_4_4_node_103,1
graph_4_4_node_845,1
graph_4_4_node_325,0
graph_4_4_node_713,1
graph_4_4_node_961,1
graph_4_4_node_426,1
graph_4_4_node_285,1
graph_4_4_node_817,0
graph_4_4_node_913,1
graph_4_4_node_867,1
graph_4_4_node_88,1
graph_4_4_node_773,1
graph_4_4_node_789,0
graph_4_4_node_611,0
graph_4_4_node_686,1
graph_4_4_node_616,0
graph_4_4_node_376,1
graph_4_4_node_934,1
graph_4_4_node_224,1
graph_4_4_node_827,0
graph_4_4_node_410,1
graph_4_4_node_125,1
graph_4_4_node_364,1
graph_4_4_node_317,1
graph_4_4_node_576,1
graph_4_4_node_357,1
graph_4_4_node_503,1
graph_4_4_node_48,1
graph_4_4_node_733,1
graph_4_4_node_972,1
graph_4_4_node_685,0
graph_4_4_node_183,1
graph_4_4_node_858,0
graph_4_4_node_720,1
graph_4_4_node_743,1
graph_4_4_node_383,1
graph_4_4_node_520,1
graph_4_4_node_683,1
graph_4_4_node_297,0
graph_4_4_node_368,1
graph_4_4_node_777,0
graph_4_4_node_848,1
graph_4_4_node_447,1
graph_4_4_node_300,0
graph_4_4_node_770,1
graph_4_4_node_479,1
graph_4_4_node_223,0
graph_4_4_node_714,0
graph_4_4_node_534,1
graph_4_4_node_202,1
graph_4_4_node_842,1
graph_4_4_node_922,0
graph_4_4_node_17,0
graph_4_4_node_305,1
graph_4_4_node_182,1
graph_4_4_node_786,0
graph_4_4_node_457,1
graph_4_4_node_869,0
graph_4_4_node_648,1
graph_4_4_node_979,1
graph_4_4_node_609,1
graph_4_4_node_596,1
graph_4_4_node_851,0
graph_4_4_node_559,0
graph_4_4_node_439,1
graph_4_4_node_348,1
graph_4_4_node_474,1
graph_4_4_node_526,1
graph_4_4_node_828,1
graph_4_4_node_145,1
graph_4_4_node_417,1
graph_4_4_node_999,0
graph_4_4_node_731,1
graph_4_4_node_435,0
graph_4_4_node_429,0
graph_4_4_node_280,0
graph_4_4_node_886,1
graph_4_4_node_360,1
graph_4_4_node_613,0
graph_4_4_node_943,0
graph_4_4_node_918,0
graph_4_4_node_834,0
graph_4_4_node_86,0
graph_4_4_node_405,1
graph_4_4_node_509,0
graph_4_4_node_96,1
graph_4_4_node_865,1
graph_4_4_node_331,1
graph_4_4_node_489,0
graph_4_4_node_547,1
graph_4_4_node_349,0
graph_4_4_node_810,1
graph_4_4_node_82,0
graph_4_4_node_802,1
graph_4_4_node_936,1
graph_4_4_node_301,1
graph_4_4_node_692,0
graph_4_4_node_729,0
graph_4_4_node_838,1
graph_4_4_node_148,0
graph_4_4_node_393,1
graph_4_4_node_651,1
graph_4_4_node_425,1
graph_4_4_node_949,0
graph_4_4_node_525,1
graph_4_4_node_542,0
graph_4_4_node_556,1
graph_4_4_node_784,1
graph_4_4_node_100,0
graph_4_4_node_711,1
graph_4_4_node_22,0
graph_4_4_node_324,0
graph_4_4_node_902,1
graph_4_4_node_236,1
graph_4_4_node_566,0
graph_4_4_node_763,1
graph_4_4_node_512,0
graph_4_4_node_116,1
graph_4_4_node_722,0
graph_4_4_node_254,0
graph_4_4_node_800,0
graph_4_4_node_901,0
graph_4_4_node_795,1
graph_4_4_node_564,0
graph_4_4_node_933,0
graph_4_4_node_444,0
graph_4_4_node_374,1
graph_4_4_node_154,1
graph_4_4_node_132,0
graph_4_4_node_428,1
graph_4_4_node_163,1
graph_4_4_node_536,1
graph_4_4_node_739,1
graph_4_4_node_930,0
graph_4_4_node_762,1
graph_4_4_node_772,1
graph_4_4_node_650,0
graph_4_4_node_792,1
graph_4_4_node_521,1
graph_4_4_node_694,0
graph_4_4_node_117,0
graph_4_4_node_610,0
graph_4_4_node_296,1
graph_4_4_node_705,1
graph_4_4_node_120,1
graph_4_4_node_269,1
graph_4_4_node_662,1
graph_4_4_node_707,1
graph_4_4_node_277,1
graph_4_4_node_758,0
graph_4_4_node_744,0
graph_4_4_node_740,1
graph_4_4_node_815,0
graph_4_4_node_861,1
graph_4_4_node_210,1
graph_4_4_node_274,0
graph_4_4_node_606,0
graph_4_4_node_969,0
graph_4_4_node_589,1
graph_4_4_node_386,1
graph_4_4_node_847,0
graph_4_4_node_400,1
graph_4_4_node_514,1
graph_4_4_node_953,1
graph_4_4_node_641,1
graph_4_4_node_306,1
graph_4_4_node_415,1
graph_4_4_node_260,0
graph_4_4_node_312,1
graph_4_4_node_884,1
graph_4_4_node_928,1
graph_4_4_node_385,1
graph_4_4_node_56,0
graph_4_4_node_872,0
graph_4_4_node_765,1
graph_4_4_node_543,1
graph_4_4_node_672,1
graph_4_4_node_724,0
graph_4_4_node_840,0
graph_4_4_node_875,1
graph_4_4_node_708,0
graph_4_4_node_21,1
graph_4_4_node_4,1
graph_4_4_node_414,1
graph_4_4_node_78,0
graph_4_4_node_519,0
graph_4_4_node_958,0
graph_4_4_node_289,0
graph_4_4_node_208,1
graph_4_4_node_693,0
graph_4_4_node_262,1
graph_4_4_node_418,1
graph_4_4_node_484,1
graph_4_4_node_955,0
graph_4_4_node_217,1
graph_4_4_node_728,1
graph_4_4_node_603,1
graph_4_4_node_110,1
graph_4_4_node_307,1
graph_4_4_node_462,1
graph_4_4_node_871,0
graph_4_4_node_582,1
graph_4_4_node_552,1
graph_4_4_node_985,1
graph_4_4_node_699,1
graph_4_4_node_26,1
graph_4_4_node_168,1
graph_4_4_node_890,1
graph_4_4_node_51,1
graph_4_4_node_225,1
graph_4_4_node_636,0
graph_4_4_node_246,0
graph_4_4_node_27,1
graph_4_4_node_797,1
graph_4_4_node_311,1
graph_4_4_node_583,1
graph_4_4_node_906,1
graph_4_4_node_147,0
graph_4_4_node_403,1
graph_4_4_node_801,1
graph_4_4_node_237,1
graph_4_4_node_904,1
graph_4_4_node_335,1
graph_4_4_node_1,1
graph_4_4_node_253,1
graph_4_4_node_211,1
graph_4_4_node_628,1
graph_4_4_node_516,0
graph_4_4_node_614,0
graph_4_4_node_919,0
graph_4_4_node_541,0
graph_4_4_node_580,1
graph_4_4_node_354,1
graph_4_4_node_497,0
graph_4_4_node_640,1
graph_4_4_node_367,1
graph_4_4_node_666,1
graph_4_4_node_747,1
graph_4_4_node_135,0
graph_4_4_node_494,0
graph_4_4_node_77,0
graph_4_4_node_859,0
graph_4_4_node_567,0
graph_4_4_node_633,1
graph_4_4_node_700,1
graph_4_4_node_0,1
graph_4_4_node_937,1
graph_4_4_node_665,1
graph_4_4_node_757,0
graph_4_4_node_174,1
graph_4_4_node_181,0
graph_4_4_node_188,1
graph_4_4_node_625,1
graph_4_4_node_659,1
graph_4_4_node_856,1
graph_4_4_node_169,1
graph_4_4_node_471,1
graph_4_4_node_863,1
graph_4_4_node_361,1
graph_4_4_node_868,1
graph_4_4_node_186,1
graph_4_4_node_832,1
graph_4_4_node_587,1
graph_4_4_node_452,0
graph_4_4_node_977,0
graph_4_4_node_173,0
graph_4_4_node_533,0
graph_4_4_node_990,0
graph_4_4_node_894,1
graph_4_4_node_630,1
graph_4_4_node_756,0
graph_4_4_node_585,1
graph_4_4_node_478,1
graph_4_4_node_140,1
graph_4_4_node_684,0
graph_4_4_node_101,0
graph_4_4_node_984,1
graph_4_4_node_814,1
graph_4_4_node_185,1
graph_4_4_node_198,0
graph_4_4_node_466,0
graph_4_4_node_66,1
graph_4_4_node_887,1
graph_4_4_node_32,0
graph_4_4_node_816,0
graph_4_4_node_151,0
graph_4_4_node_232,1
graph_4_4_node_60,1
graph_4_4_node_286,0
graph_4_4_node_881,1
graph_4_4_node_39,0
graph_4_4_node_882,1
graph_4_4_node_247,1
graph_4_4_node_939,1
graph_4_4_node_9,0
graph_4_4_node_778,0
graph_4_4_node_709,1
graph_4_4_node_316,0
graph_4_4_node_54,1
graph_4_4_node_441,1
graph_4_4_node_996,1
graph_4_4_node_850,1
graph_4_4_node_398,0
graph_4_4_node_270,1
graph_4_4_node_390,1
graph_4_4_node_370,0
graph_4_4_node_454,1
graph_4_4_node_962,1
graph_4_4_node_65,1
graph_4_4_node_532,1
graph_4_4_node_279,0
graph_4_4_node_212,0
graph_4_4_node_302,1
graph_4_4_node_28,1
graph_4_4_node_960,1
graph_4_4_node_275,1
graph_4_4_node_470,1
graph_4_4_node_165,0
graph_4_4_node_409,1
graph_4_4_node_935,1
graph_4_4_node_214,1
graph_4_4_node_635,1
graph_4_4_node_406,1
graph_4_4_node_379,1
graph_4_4_node_994,1
graph_4_4_node_62,0
graph_4_4_node_231,1
graph_4_4_node_903,1
graph_4_4_node_167,1
graph_4_4_node_727,1
graph_4_4_node_204,1
graph_4_4_node_8,1
graph_4_4_node_387,1
graph_4_4_node_780,1
graph_4_4_node_695,1
graph_4_4_node_2,1
graph_4_4_node_769,1
graph_4_4_node_966,0
graph_4_4_node_344,1
graph_4_4_node_964,1
graph_4_4_node_445,0
graph_4_4_node_622,0
graph_4_4_node_193,1
graph_4_4_node_365,1
graph_4_4_node_501,1
graph_4_4_node_925,1
graph_4_4_node_667,0
graph_4_4_node_460,1
graph_4_4_node_15,0
graph_4_4_node_754,1
graph_4_4_node_508,0
graph_4_4_node_59,0
graph_4_4_node_794,1
graph_4_4_node_820,1
graph_4_4_node_90,0
graph_4_4_node_577,1
graph_4_4_node_652,1
graph_4_4_node_829,1
graph_4_4_node_511,1
graph_4_4_node_203,0
graph_4_4_node_159,0
graph_4_4_node_304,0
graph_4_4_node_761,1
graph_4_4_node_407,1
graph_4_4_node_760,0
graph_4_4_node_347,1
graph_4_4_node_715,1
graph_4_4_node_272,1
graph_4_4_node_944,1
graph_4_4_node_660,0
graph_4_4_node_546,0
graph_4_4_node_292,1
graph_4_4_node_267,1
graph_4_4_node_130,1
graph_4_4_node_30,0
graph_4_4_node_826,0
graph_4_4_node_404,1
graph_4_4_node_634,0
graph_4_4_node_461,0
graph_4_4_node_691,1
graph_4_4_node_268,1
graph_4_4_node_833,0
graph_4_4_node_678,1
graph_4_4_node_149,1
graph_4_4_node_870,0
graph_4_4_node_980,0
graph_4_4_node_502,1
graph_4_4_node_877,1
graph_4_4_node_974,1
graph_4_4_node_599,1
graph_4_4_node_753,0
graph_4_4_node_40,1
graph_4_4_node_688,0
graph_4_4_node_375,0
graph_4_4_node_328,0
graph_4_4_node_245,1
graph_4_4_node_499,1
graph_4_4_node_84,0
graph_4_4_node_309,1
graph_4_4_node_523,0
graph_4_4_node_619,0
graph_4_4_node_468,1
graph_4_4_node_594,1
graph_4_4_node_106,1
graph_4_4_node_480,1
graph_4_4_node_61,1
graph_4_4_node_718,1
graph_4_4_node_70,1
graph_4_4_node_339,1
graph_4_4_node_80,0
graph_4_4_node_529,1
graph_4_4_node_661,0
graph_4_4_node_263,0
graph_4_4_node_493,1
graph_4_4_node_35,1
graph_4_4_node_916,1
graph_4_4_node_558,0
graph_4_4_node_176,1
graph_4_4_node_340,1
graph_4_4_node_618,1
graph_4_4_node_282,1
graph_4_4_node_568,1
graph_4_4_node_93,1
graph_4_4_node_653,1
graph_4_4_node_679,1
graph_4_4_node_891,0
graph_4_4_node_293,1
graph_4_4_node_804,1
graph_4_4_node_50,1
graph_4_4_node_108,0
graph_4_4_node_574,0
graph_4_4_node_72,1
graph_4_4_node_846,0
graph_4_4_node_255,1
graph_4_4_node_535,0
graph_4_4_node_37,1
graph_4_4_node_187,0
graph_4_4_node_664,1
graph_4_4_node_64,1
graph_4_4_node_319,0
graph_4_4_node_755,1
graph_4_4_node_579,1
graph_4_4_node_333,1
graph_4_4_node_189,1
graph_4_4_node_572,0
graph_4_4_node_424,0
graph_4_4_node_240,0
graph_4_4_node_598,1
graph_4_4_node_150,1
graph_4_4_node_190,0
graph_4_4_node_643,0
graph_4_4_node_463,1
graph_4_4_node_451,1
graph_4_4_node_823,1
graph_4_4_node_388,0
graph_4_4_node_538,0
graph_4_4_node_781,1
graph_4_4_node_548,1
graph_4_4_node_258,1
graph_4_4_node_623,0
graph_4_4_node_24,1
graph_4_4_node_33,0
graph_4_4_node_818,1
graph_4_4_node_907,1
graph_4_4_node_563,1
graph_4_4_node_162,1
graph_4_4_node_983,0
graph_4_4_node_419,0
graph_4_4_node_565,1
graph_4_4_node_94,1
graph_4_4_node_608,0
graph_4_4_node_5,0
graph_4_4_node_136,1
graph_4_4_node_540,1
graph_4_4_node_378,0
graph_4_4_node_87,1
graph_4_4_node_152,1
graph_4_4_node_459,0
graph_4_4_node_716,0
graph_4_4_node_29,0
graph_4_4_node_803,0
graph_4_4_node_637,0
graph_4_4_node_11,0
graph_4_4_node_91,1
graph_4_4_node_938,1
graph_4_4_node_467,1
graph_4_4_node_284,1
graph_4_4_node_531,0
graph_4_4_node_956,0
graph_4_4_node_243,0
graph_4_4_node_175,1
graph_4_4_node_121,1
graph_4_4_node_402,0
graph_4_4_node_597,0
graph_4_4_node_207,1
graph_4_4_node_343,1
graph_4_4_node_239,1
graph_4_4_node_74,0
graph_4_4_node_371,0
graph_4_4_node_978,0
graph_4_4_node_259,1
graph_4_4_node_315,0
graph_4_4_node_843,0
graph_4_4_node_98,1
graph_4_4_node_115,0
graph_4_4_node_605,1
graph_4_4_node_895,1
graph_4_4_node_330,1
graph_4_4_node_89,0
graph_4_4_node_107,1
graph_4_4_node_620,0
graph_4_4_node_18,1
graph_4_4_node_917,1
graph_4_4_node_963,1
graph_4_4_node_321,1
graph_4_4_node_721,0
graph_4_4_node_759,0
graph_4_4_node_981,1
graph_4_4_node_736,1
graph_4_4_node_177,1
graph_4_4_node_209,1
graph_4_4_node_824,1
graph_4_4_node_287,1
graph_4_4_node_391,1
graph_4_4_node_99,1
graph_4_4_node_726,0
graph_4_4_node_970,0
graph_4_4_node_782,0
graph_4_4_node_382,1
graph_4_4_node_862,1
graph_4_4_node_131,1
graph_4_4_node_359,1
graph_4_4_node_505,0
graph_4_4_node_153,1
graph_4_4_node_234,0
graph_4_4_node_821,1
graph_4_4_node_206,0
graph_4_4_node_83,1
graph_4_4_node_646,1
graph_4_4_node_626,1
graph_4_4_node_701,1
graph_4_4_node_504,0
graph_4_4_node_397,1
graph_4_4_node_476,0
graph_4_4_node_776,0
graph_4_4_node_442,0
graph_4_4_node_898,1
graph_4_4_node_624,1
graph_4_4_node_920,1
graph_4_4_node_392,1
graph_4_4_node_968,1
graph_4_4_node_226,0
graph_4_4_node_783,1
graph_4_4_node_6,1
graph_4_4_node_63,1
graph_4_4_node_988,1
graph_4_4_node_195,1
graph_4_4_node_395,0
graph_4_4_node_791,0
graph_4_4_node_41,0
graph_4_4_node_507,0
graph_4_4_node_880,1
graph_4_4_node_584,1
graph_4_4_node_825,1
graph_4_4_node_873,1
graph_4_4_node_67,1
graph_4_4_node_590,1
graph_4_4_node_631,1
graph_4_4_node_819,0
graph_4_4_node_681,0
graph_4_4_node_496,1
graph_4_4_node_986,1
graph_4_4_node_911,1
graph_4_4_node_13,1
graph_4_4_node_427,1
graph_4_4_node_657,1
graph_4_4_node_551,0
graph_4_4_node_951,1
graph_4_4_node_377,1
graph_4_4_node_105,0
graph_4_4_node_456,1
graph_4_4_node_704,0
graph_4_4_node_265,1
graph_4_4_node_76,1
graph_4_4_node_336,0
graph_4_4_node_888,0
graph_4_4_node_342,0
graph_4_4_node_25,0
graph_4_4_node_639,1
graph_4_4_node_23,1
graph_4_4_node_921,1
graph_4_4_node_591,1
graph_4_4_node_179,0
graph_4_4_node_522,1
graph_4_4_node_905,0
graph_4_4_node_308,0
graph_4_4_node_119,1
graph_4_4_node_915,0
graph_4_4_node_912,1
graph_4_4_node_345,0
graph_4_4_node_656,1
graph_4_4_node_197,1
graph_4_4_node_355,1
graph_4_4_node_422,1
graph_4_4_node_554,1
graph_4_4_node_852,0
graph_4_4_node_164,0
graph_4_4_node_954,1
graph_4_4_node_812,0
graph_4_4_node_157,1
graph_4_4_node_775,1
graph_4_4_node_732,1
graph_4_4_node_327,1
graph_4_4_node_283,1
graph_4_4_node_530,1
graph_4_4_node_675,0
graph_4_4_node_49,0
graph_4_4_node_218,0
graph_4_4_node_764,1
graph_4_4_node_811,1
graph_4_4_node_453,1
graph_4_4_node_602,1
graph_4_4_node_52,1
graph_4_4_node_433,0
graph_4_4_node_273,0
graph_4_4_node_973,1
graph_4_4_node_805,0
graph_4_4_node_793,0
graph_4_4_node_555,0
graph_4_4_node_706,0
graph_4_4_node_114,0
graph_4_4_node_112,1
graph_4_4_node_3,0
graph_4_4_node_909,1
graph_4_4_node_288,0
graph_4_4_node_366,0
graph_4_4_node_47,0
graph_4_4_node_940,1
graph_4_4_node_725,0
graph_4_4_node_860,0
graph_4_4_node_113,1
graph_4_4_node_133,1
graph_4_4_node_36,0
graph_4_4_node_553,0
graph_4_4_node_878,1
graph_4_4_node_697,1
graph_4_4_node_431,1
graph_4_4_node_134,0
graph_4_4_node_578,1
graph_4_4_node_601,1
graph_4_4_node_10,0
graph_4_4_node_408,1
graph_4_4_node_835,1
graph_4_4_node_989,0
graph_4_4_node_924,0
graph_4_4_node_730,0
graph_4_4_node_822,0
graph_4_4_node_238,1
graph_4_4_node_271,1
graph_4_4_node_229,0
graph_4_4_node_581,1
graph_4_4_node_31,1
graph_4_4_node_401,0
graph_4_4_node_215,0
graph_4_4_node_488,1
graph_4_4_node_486,1
graph_4_4_node_787,0
graph_4_4_node_421,1
graph_4_4_node_384,1
graph_4_4_node_250,0
graph_4_4_node_813,1
graph_4_4_node_571,0
graph_4_4_node_560,0
graph_4_4_node_450,1
graph_4_4_node_144,0
graph_4_4_node_676,1
graph_4_4_node_897,1
graph_4_4_node_261,0
graph_4_4_node_95,1
graph_4_4_node_314,1
graph_4_4_node_363,0
graph_4_4_node_352,0
graph_4_4_node_295,0
graph_4_4_node_440,0
graph_4_4_node_698,1
graph_4_4_node_957,1
graph_4_4_node_702,1
graph_4_4_node_482,1
graph_4_4_node_517,1
graph_4_4_node_513,1
graph_4_4_node_38,1
graph_4_4_node_723,1
graph_4_4_node_959,0
graph_4_4_node_227,1
graph_4_4_node_976,1
graph_4_4_node_73,0
graph_4_4_node_612,1
graph_4_4_node_205,1
graph_4_4_node_12,1
graph_4_4_node_632,0
graph_4_4_node_515,1
graph_4_4_node_323,1
graph_4_4_node_790,1
graph_4_4_node_278,1
graph_4_4_node_669,0
graph_4_4_node_837,0
graph_4_4_node_654,1
graph_4_4_node_200,0
graph_4_4_node_143,1
graph_4_4_node_831,0
graph_4_4_node_687,0
graph_4_4_node_97,1
graph_4_4_node_889,0
graph_4_4_node_883,1
graph_4_4_node_373,1
graph_4_4_node_557,0
graph_4_4_node_303,1
graph_4_4_node_20,1
graph_4_4_node_58,1
graph_4_4_node_411,1
graph_4_4_node_950,0
graph_4_4_node_313,1
graph_4_4_node_528,1
graph_4_4_node_251,0
graph_4_4_node_252,0
graph_4_4_node_655,1
graph_4_4_node_264,1
graph_4_4_node_412,1
graph_4_4_node_14,0
graph_4_4_node_102,1
graph_4_4_node_329,0
graph_4_4_node_137,1
graph_4_4_node_434,0
graph_4_4_node_750,0
graph_4_4_node_381,0
graph_4_4_node_703,1
graph_4_4_node_44,1
graph_4_4_node_43,0
graph_4_4_node_244,1
graph_4_4_node_561,0
graph_4_4_node_79,0
graph_4_4_node_475,0
graph_4_4_node_668,1
graph_4_4_node_337,1
graph_4_4_node_118,0
graph_4_4_node_160,1
graph_4_4_node_592,0
graph_4_4_node_473,0
graph_4_4_node_647,0
graph_4_4_node_855,1
graph_4_4_node_180,1
graph_4_4_node_975,1
graph_4_4_node_768,1
graph_4_4_node_322,0
graph_4_4_node_965,1
graph_4_4_node_298,1
graph_4_4_node_104,1
graph_4_4_node_923,1
graph_4_4_node_682,0
graph_4_4_node_126,1
