,Degree,Clustering Coefficient,Betweenness,Closeness,Shortest Path,Eigenvector,E In,E Out,E In Over E Out,ODF,Expansion,Cut Ratio,Conductance,Normalised Cut
node_706,34,0.1265597147950089,0.001084898223215808,0.4263764404609475,2.3453453453453452,0.02267581264213142,20.008,13.992,1.4300659340659339,0.411529411764706,0.2626761368292899,0.014783212378519655,0.2590760942760942,0.2594449845536142
node_545,38,0.21337126600284495,0.001293073377323773,0.43950725912890454,2.275275275275275,0.028926640969374164,19.016,18.984,1.0018455882352941,0.49957894736842107,0.6481653540796734,0.01956801344651811,0.3329693746347165,0.33346978378637804
node_588,37,0.12912912912912913,0.0011854496279591318,0.44203539823008847,2.2622622622622623,0.03319042884586301,20.005,16.995,1.1771870098039212,0.4593243243243245,0.24123145362151735,0.018290325954752332,0.2981352138382191,0.2985832407807612
node_75,35,0.24201680672268908,0.0009417344761847049,0.43153347732181424,2.3173173173173174,0.028151066851858964,21.016,13.984,1.5031089743589743,0.3995428571428572,0.38305914179256273,0.014524461201972566,0.24964987900786445,0.2500185780243028
node_666,48,0.1870567375886525,0.001815863621784811,0.4536784741144414,2.204204204204204,0.04352443929422297,29.029,18.971,1.5306594427244586,0.39522916666666663,0.33926210606246193,0.02011475812873936,0.24629613930373426,0.24679646999380084
node_911,32,0.15524193548387097,0.0010387224401416904,0.4247448979591837,2.354354354354354,0.02113715757307245,16.001,15.999,1.0001333333333333,0.49996875,0.550454542966612,0.016479731440566053,0.3333061224489795,0.33372781462573686
node_848,29,0.1452991452991453,0.0006172216862080567,0.4056029232643118,2.4654654654654653,0.018999926048260233,19.003,9.997,1.9009666666666662,0.34472413793103457,0.1876490747910717,0.01056250341645588,0.20825935374149662,0.20852293215680448
node_106,31,0.12688172043010754,0.0010076855100692203,0.43415906127770537,2.3033033033033035,0.02215725750520132,13.013,17.987,0.7235772058823527,0.5802258064516129,0.7121902407846362,0.018462370622210785,0.408687922705314,0.409161913877415
node_169,37,0.15465465465465467,0.001352549266837108,0.44047619047619047,2.27027027027027,0.027256887955448082,18.016,18.984,0.9492794240503221,0.513081081081081,0.6074933566459947,0.019604474359241623,0.3450798245614036,0.34558020730421274
node_65,37,0.1066066066066066,0.0013031959223583041,0.4443950177935943,2.25025025025025,0.03025305071328464,19.017,17.983,1.0576262254901962,0.48602702702702716,0.2548021495232315,0.019355993045597458,0.32103526056520615,0.3215092963807406
node_567,37,0.18319327731092436,0.0011988069852966925,0.43529411764705883,2.2972972972972974,0.025658284730112654,18.016,18.984,0.9491885104919163,0.513081081081081,0.7537508747241805,0.019482889891794322,0.34507603098655737,0.34557641375019255
