,Stability
graph_4_2_node_837,0
graph_4_2_node_43,0
graph_4_2_node_920,1
graph_4_2_node_804,1
graph_4_2_node_848,1
graph_4_2_node_168,0
graph_4_2_node_857,1
graph_4_2_node_444,0
graph_4_2_node_132,0
graph_4_2_node_508,0
graph_4_2_node_346,1
graph_4_2_node_243,0
graph_4_2_node_777,0
graph_4_2_node_928,1
graph_4_2_node_206,0
graph_4_2_node_141,1
graph_4_2_node_285,1
graph_4_2_node_767,0
graph_4_2_node_90,0
graph_4_2_node_138,1
graph_4_2_node_131,1
graph_4_2_node_768,1
graph_4_2_node_80,0
graph_4_2_node_922,0
graph_4_2_node_274,0
graph_4_2_node_572,0
graph_4_2_node_963,1
graph_4_2_node_484,0
graph_4_2_node_409,1
graph_4_2_node_867,1
graph_4_2_node_377,1
graph_4_2_node_486,0
graph_4_2_node_9,0
graph_4_2_node_338,1
graph_4_2_node_650,0
graph_4_2_node_904,1
graph_4_2_node_591,0
graph_4_2_node_119,1
graph_4_2_node_758,0
graph_4_2_node_176,0
graph_4_2_node_532,1
graph_4_2_node_112,1
graph_4_2_node_186,0
graph_4_2_node_882,0
graph_4_2_node_632,0
graph_4_2_node_296,0
graph_4_2_node_987,0
graph_4_2_node_671,0
graph_4_2_node_166,0
graph_4_2_node_974,1
graph_4_2_node_510,1
graph_4_2_node_2,1
graph_4_2_node_493,1
graph_4_2_node_390,1
graph_4_2_node_216,1
graph_4_2_node_977,0
graph_4_2_node_201,1
graph_4_2_node_830,0
graph_4_2_node_598,1
graph_4_2_node_615,0
graph_4_2_node_430,0
graph_4_2_node_721,0
graph_4_2_node_483,0
graph_4_2_node_587,1
graph_4_2_node_81,0
graph_4_2_node_415,1
graph_4_2_node_765,1
graph_4_2_node_860,0
graph_4_2_node_699,0
graph_4_2_node_624,0
graph_4_2_node_590,1
graph_4_2_node_499,1
graph_4_2_node_991,1
graph_4_2_node_299,1
graph_4_2_node_439,1
graph_4_2_node_244,0
graph_4_2_node_949,0
graph_4_2_node_708,0
graph_4_2_node_122,1
graph_4_2_node_39,0
graph_4_2_node_182,1
graph_4_2_node_831,0
graph_4_2_node_700,0
graph_4_2_node_442,0
graph_4_2_node_252,0
graph_4_2_node_931,1
graph_4_2_node_921,0
graph_4_2_node_682,0
graph_4_2_node_782,0
graph_4_2_node_536,1
graph_4_2_node_310,1
graph_4_2_node_173,0
graph_4_2_node_378,0
graph_4_2_node_982,1
graph_4_2_node_278,1
graph_4_2_node_986,1
graph_4_2_node_159,0
graph_4_2_node_322,0
graph_4_2_node_200,0
graph_4_2_node_17,0
graph_4_2_node_335,1
graph_4_2_node_48,1
graph_4_2_node_143,1
graph_4_2_node_516,0
graph_4_2_node_741,1
graph_4_2_node_866,0
graph_4_2_node_52,1
graph_4_2_node_69,1
graph_4_2_node_164,0
graph_4_2_node_374,1
graph_4_2_node_993,0
graph_4_2_node_114,0
graph_4_2_node_793,0
graph_4_2_node_282,0
graph_4_2_node_697,1
graph_4_2_node_3,0
graph_4_2_node_139,1
graph_4_2_node_564,0
graph_4_2_node_27,1
graph_4_2_node_784,1
graph_4_2_node_281,1
graph_4_2_node_16,0
graph_4_2_node_753,0
graph_4_2_node_249,0
graph_4_2_node_908,1
graph_4_2_node_711,1
graph_4_2_node_935,1
graph_4_2_node_750,0
graph_4_2_node_286,0
graph_4_2_node_104,1
graph_4_2_node_965,1
graph_4_2_node_73,0
graph_4_2_node_14,0
graph_4_2_node_269,1
graph_4_2_node_498,0
graph_4_2_node_519,0
graph_4_2_node_292,0
graph_4_2_node_747,0
graph_4_2_node_560,0
graph_4_2_node_406,0
graph_4_2_node_223,0
graph_4_2_node_316,0
graph_4_2_node_960,1
graph_4_2_node_313,1
graph_4_2_node_393,1
graph_4_2_node_803,0
graph_4_2_node_65,0
graph_4_2_node_952,0
graph_4_2_node_653,1
graph_4_2_node_551,0
graph_4_2_node_798,1
graph_4_2_node_694,0
graph_4_2_node_614,0
graph_4_2_node_349,0
graph_4_2_node_878,1
graph_4_2_node_91,1
graph_4_2_node_941,0
graph_4_2_node_175,1
graph_4_2_node_764,1
graph_4_2_node_32,0
graph_4_2_node_74,0
graph_4_2_node_468,0
graph_4_2_node_556,1
graph_4_2_node_616,0
graph_4_2_node_893,1
graph_4_2_node_124,0
graph_4_2_node_812,0
graph_4_2_node_351,0
graph_4_2_node_635,1
graph_4_2_node_466,0
graph_4_2_node_49,0
graph_4_2_node_410,1
graph_4_2_node_10,0
graph_4_2_node_167,0
graph_4_2_node_232,1
graph_4_2_node_35,1
graph_4_2_node_734,1
graph_4_2_node_187,0
graph_4_2_node_209,1
graph_4_2_node_162,0
graph_4_2_node_6,1
graph_4_2_node_96,1
graph_4_2_node_654,1
graph_4_2_node_153,1
graph_4_2_node_256,0
graph_4_2_node_531,0
graph_4_2_node_575,0
graph_4_2_node_174,1
graph_4_2_node_723,1
graph_4_2_node_217,1
graph_4_2_node_293,0
graph_4_2_node_150,1
graph_4_2_node_411,1
graph_4_2_node_875,1
graph_4_2_node_953,1
graph_4_2_node_649,0
graph_4_2_node_606,0
graph_4_2_node_149,1
graph_4_2_node_841,0
graph_4_2_node_350,1
graph_4_2_node_748,1
graph_4_2_node_932,0
graph_4_2_node_999,0
graph_4_2_node_307,1
graph_4_2_node_178,0
graph_4_2_node_593,0
graph_4_2_node_365,0
graph_4_2_node_428,1
graph_4_2_node_78,0
graph_4_2_node_752,1
graph_4_2_node_448,0
graph_4_2_node_222,1
graph_4_2_node_327,0
graph_4_2_node_264,1
graph_4_2_node_815,0
graph_4_2_node_795,1
graph_4_2_node_208,1
graph_4_2_node_38,1
graph_4_2_node_948,0
graph_4_2_node_600,1
graph_4_2_node_880,1
graph_4_2_node_738,1
graph_4_2_node_253,1
graph_4_2_node_760,0
graph_4_2_node_672,1
graph_4_2_node_334,0
graph_4_2_node_160,1
graph_4_2_node_813,1
graph_4_2_node_663,1
graph_4_2_node_586,0
graph_4_2_node_401,0
graph_4_2_node_970,0
graph_4_2_node_414,1
graph_4_2_node_137,1
graph_4_2_node_370,0
graph_4_2_node_241,0
graph_4_2_node_790,1
graph_4_2_node_319,0
graph_4_2_node_7,1
graph_4_2_node_873,1
graph_4_2_node_70,1
graph_4_2_node_461,0
graph_4_2_node_834,0
graph_4_2_node_892,0
graph_4_2_node_924,0
graph_4_2_node_85,1
graph_4_2_node_955,0
graph_4_2_node_690,1
graph_4_2_node_476,0
graph_4_2_node_759,0
graph_4_2_node_677,0
graph_4_2_node_540,0
graph_4_2_node_111,1
graph_4_2_node_329,0
graph_4_2_node_637,0
graph_4_2_node_725,0
graph_4_2_node_443,0
graph_4_2_node_578,1
graph_4_2_node_547,1
graph_4_2_node_455,1
graph_4_2_node_391,1
graph_4_2_node_277,1
graph_4_2_node_629,1
graph_4_2_node_997,1
graph_4_2_node_129,1
graph_4_2_node_345,0
graph_4_2_node_366,0
graph_4_2_node_456,1
graph_4_2_node_87,1
graph_4_2_node_395,0
graph_4_2_node_792,1
graph_4_2_node_826,0
graph_4_2_node_318,1
graph_4_2_node_353,1
graph_4_2_node_727,0
graph_4_2_node_13,1
graph_4_2_node_417,0
graph_4_2_node_731,1
graph_4_2_node_30,0
graph_4_2_node_515,1
graph_4_2_node_98,1
graph_4_2_node_477,0
graph_4_2_node_291,0
graph_4_2_node_53,1
graph_4_2_node_202,0
graph_4_2_node_911,1
graph_4_2_node_969,0
graph_4_2_node_996,1
graph_4_2_node_773,1
graph_4_2_node_849,0
graph_4_2_node_432,1
graph_4_2_node_797,1
graph_4_2_node_435,0
graph_4_2_node_309,0
graph_4_2_node_543,1
graph_4_2_node_562,0
graph_4_2_node_325,0
graph_4_2_node_549,0
graph_4_2_node_644,1
graph_4_2_node_261,0
graph_4_2_node_268,1
graph_4_2_node_258,1
graph_4_2_node_833,0
graph_4_2_node_643,0
graph_4_2_node_179,0
graph_4_2_node_180,1
graph_4_2_node_387,0
graph_4_2_node_84,0
graph_4_2_node_518,1
graph_4_2_node_877,1
graph_4_2_node_820,1
graph_4_2_node_42,1
graph_4_2_node_259,1
graph_4_2_node_983,0
graph_4_2_node_612,1
graph_4_2_node_599,1
graph_4_2_node_83,1
graph_4_2_node_399,0
graph_4_2_node_227,0
graph_4_2_node_876,0
graph_4_2_node_184,1
graph_4_2_node_204,1
graph_4_2_node_810,1
graph_4_2_node_888,0
graph_4_2_node_726,0
graph_4_2_node_246,0
graph_4_2_node_405,1
graph_4_2_node_397,1
graph_4_2_node_896,1
graph_4_2_node_177,0
graph_4_2_node_689,1
graph_4_2_node_422,0
graph_4_2_node_883,1
graph_4_2_node_525,1
graph_4_2_node_561,0
graph_4_2_node_661,0
graph_4_2_node_745,0
graph_4_2_node_155,0
graph_4_2_node_791,0
graph_4_2_node_707,0
graph_4_2_node_383,1
graph_4_2_node_945,1
graph_4_2_node_506,0
graph_4_2_node_171,0
graph_4_2_node_730,0
graph_4_2_node_18,1
graph_4_2_node_102,0
graph_4_2_node_842,1
graph_4_2_node_413,1
graph_4_2_node_808,1
graph_4_2_node_546,0
graph_4_2_node_817,0
graph_4_2_node_789,0
graph_4_2_node_94,1
graph_4_2_node_589,1
graph_4_2_node_447,1
graph_4_2_node_940,1
graph_4_2_node_530,1
graph_4_2_node_95,1
graph_4_2_node_460,1
graph_4_2_node_775,1
graph_4_2_node_761,0
graph_4_2_node_645,1
graph_4_2_node_607,0
graph_4_2_node_22,0
graph_4_2_node_11,0
graph_4_2_node_638,0
graph_4_2_node_956,0
graph_4_2_node_918,0
graph_4_2_node_458,0
graph_4_2_node_231,0
graph_4_2_node_646,1
graph_4_2_node_152,0
graph_4_2_node_555,0
graph_4_2_node_239,1
graph_4_2_node_276,1
graph_4_2_node_250,0
graph_4_2_node_569,0
graph_4_2_node_121,0
graph_4_2_node_869,0
graph_4_2_node_375,0
graph_4_2_node_802,1
graph_4_2_node_513,1
graph_4_2_node_946,1
graph_4_2_node_658,1
graph_4_2_node_347,1
graph_4_2_node_419,0
graph_4_2_node_884,0
graph_4_2_node_552,1
graph_4_2_node_88,1
graph_4_2_node_719,0
graph_4_2_node_398,0
graph_4_2_node_913,1
graph_4_2_node_554,1
graph_4_2_node_709,1
graph_4_2_node_623,0
graph_4_2_node_372,1
graph_4_2_node_270,1
graph_4_2_node_158,1
graph_4_2_node_297,0
graph_4_2_node_688,0
graph_4_2_node_339,0
graph_4_2_node_45,1
graph_4_2_node_879,0
graph_4_2_node_732,1
graph_4_2_node_620,0
graph_4_2_node_93,0
graph_4_2_node_871,0
graph_4_2_node_485,1
graph_4_2_node_147,0
graph_4_2_node_356,0
graph_4_2_node_937,0
graph_4_2_node_492,1
graph_4_2_node_929,0
graph_4_2_node_190,0
graph_4_2_node_304,0
graph_4_2_node_99,1
graph_4_2_node_479,1
graph_4_2_node_648,1
graph_4_2_node_77,0
graph_4_2_node_64,1
graph_4_2_node_662,0
graph_4_2_node_581,1
graph_4_2_node_845,0
graph_4_2_node_618,0
graph_4_2_node_521,1
graph_4_2_node_919,0
graph_4_2_node_248,0
graph_4_2_node_763,0
graph_4_2_node_144,0
graph_4_2_node_242,1
graph_4_2_node_445,0
graph_4_2_node_713,1
graph_4_2_node_527,1
graph_4_2_node_501,1
graph_4_2_node_990,0
graph_4_2_node_183,1
graph_4_2_node_61,1
graph_4_2_node_936,1
graph_4_2_node_416,0
graph_4_2_node_172,0
graph_4_2_node_44,1
graph_4_2_node_509,0
graph_4_2_node_785,1
graph_4_2_node_558,0
graph_4_2_node_79,0
graph_4_2_node_1,1
graph_4_2_node_352,0
graph_4_2_node_195,0
graph_4_2_node_863,1
graph_4_2_node_781,1
graph_4_2_node_487,1
graph_4_2_node_698,1
graph_4_2_node_381,0
graph_4_2_node_553,0
graph_4_2_node_218,0
graph_4_2_node_806,1
graph_4_2_node_852,0
graph_4_2_node_829,0
graph_4_2_node_271,1
graph_4_2_node_198,0
graph_4_2_node_858,0
graph_4_2_node_37,1
graph_4_2_node_843,0
graph_4_2_node_128,0
graph_4_2_node_844,0
