,Stability
graph_2_5_node_622,0
graph_2_5_node_270,1
graph_2_5_node_237,0
graph_2_5_node_327,0
graph_2_5_node_94,1
graph_2_5_node_352,0
graph_2_5_node_149,1
graph_2_5_node_928,1
graph_2_5_node_494,0
graph_2_5_node_522,1
graph_2_5_node_896,1
graph_2_5_node_13,1
graph_2_5_node_42,1
graph_2_5_node_948,0
graph_2_5_node_822,0
graph_2_5_node_63,0
graph_2_5_node_125,1
graph_2_5_node_15,0
graph_2_5_node_316,0
graph_2_5_node_710,0
graph_2_5_node_106,1
graph_2_5_node_854,0
graph_2_5_node_767,0
graph_2_5_node_856,1
graph_2_5_node_347,1
graph_2_5_node_491,1
graph_2_5_node_97,0
graph_2_5_node_716,0
graph_2_5_node_574,0
graph_2_5_node_605,0
graph_2_5_node_373,0
graph_2_5_node_736,0
graph_2_5_node_877,1
graph_2_5_node_999,0
graph_2_5_node_879,0
graph_2_5_node_606,0
graph_2_5_node_528,1
graph_2_5_node_465,0
graph_2_5_node_659,0
graph_2_5_node_467,0
graph_2_5_node_614,0
graph_2_5_node_826,0
graph_2_5_node_403,1
graph_2_5_node_821,1
graph_2_5_node_231,0
graph_2_5_node_20,1
graph_2_5_node_318,1
graph_2_5_node_906,1
graph_2_5_node_477,0
graph_2_5_node_552,1
graph_2_5_node_655,0
graph_2_5_node_35,1
graph_2_5_node_489,0
graph_2_5_node_392,1
graph_2_5_node_589,1
graph_2_5_node_706,0
graph_2_5_node_432,1
graph_2_5_node_156,0
graph_2_5_node_616,0
graph_2_5_node_259,1
graph_2_5_node_661,0
graph_2_5_node_218,0
graph_2_5_node_836,0
graph_2_5_node_147,0
graph_2_5_node_790,1
graph_2_5_node_111,1
graph_2_5_node_112,1
graph_2_5_node_828,1
graph_2_5_node_555,0
graph_2_5_node_562,0
graph_2_5_node_206,0
graph_2_5_node_179,0
graph_2_5_node_329,0
graph_2_5_node_95,1
graph_2_5_node_224,0
graph_2_5_node_161,0
graph_2_5_node_841,0
graph_2_5_node_387,0
graph_2_5_node_576,0
graph_2_5_node_349,0
graph_2_5_node_650,0
graph_2_5_node_914,1
graph_2_5_node_332,1
graph_2_5_node_380,0
graph_2_5_node_6,1
graph_2_5_node_902,1
graph_2_5_node_760,0
graph_2_5_node_319,0
graph_2_5_node_642,0
graph_2_5_node_325,0
graph_2_5_node_625,1
graph_2_5_node_554,1
graph_2_5_node_308,0
graph_2_5_node_127,1
graph_2_5_node_639,1
graph_2_5_node_987,0
graph_2_5_node_958,0
graph_2_5_node_694,0
graph_2_5_node_300,0
graph_2_5_node_946,1
graph_2_5_node_972,1
graph_2_5_node_356,0
graph_2_5_node_602,1
graph_2_5_node_330,1
graph_2_5_node_953,1
graph_2_5_node_334,0
graph_2_5_node_225,1
graph_2_5_node_129,1
graph_2_5_node_582,1
graph_2_5_node_837,0
graph_2_5_node_350,1
graph_2_5_node_433,0
graph_2_5_node_64,1
graph_2_5_node_364,1
graph_2_5_node_670,0
graph_2_5_node_67,1
graph_2_5_node_982,1
graph_2_5_node_248,0
graph_2_5_node_621,0
graph_2_5_node_738,1
graph_2_5_node_309,0
graph_2_5_node_976,0
graph_2_5_node_881,1
graph_2_5_node_919,0
graph_2_5_node_281,1
graph_2_5_node_594,1
graph_2_5_node_104,1
graph_2_5_node_397,1
graph_2_5_node_307,1
graph_2_5_node_267,1
graph_2_5_node_434,0
graph_2_5_node_945,1
graph_2_5_node_817,0
graph_2_5_node_295,0
graph_2_5_node_713,1
graph_2_5_node_852,0
graph_2_5_node_725,0
graph_2_5_node_163,1
graph_2_5_node_636,0
graph_2_5_node_424,0
graph_2_5_node_379,1
graph_2_5_node_764,1
graph_2_5_node_8,1
graph_2_5_node_677,0
graph_2_5_node_688,0
graph_2_5_node_475,0
graph_2_5_node_198,0
graph_2_5_node_122,1
graph_2_5_node_586,0
graph_2_5_node_711,1
graph_2_5_node_627,0
graph_2_5_node_943,0
graph_2_5_node_533,0
graph_2_5_node_348,0
graph_2_5_node_31,1
graph_2_5_node_541,0
graph_2_5_node_228,0
graph_2_5_node_60,1
graph_2_5_node_560,0
graph_2_5_node_58,0
graph_2_5_node_743,1
graph_2_5_node_925,1
graph_2_5_node_723,1
graph_2_5_node_712,0
graph_2_5_node_912,1
graph_2_5_node_7,1
graph_2_5_node_585,1
graph_2_5_node_867,1
graph_2_5_node_322,0
graph_2_5_node_12,1
graph_2_5_node_126,1
graph_2_5_node_263,0
