,Stability
graph_4_1_node_520,1
graph_4_1_node_504,0
graph_4_1_node_868,1
graph_4_1_node_662,1
graph_4_1_node_389,1
graph_4_1_node_100,0
graph_4_1_node_508,0
graph_4_1_node_661,0
graph_4_1_node_13,1
graph_4_1_node_604,1
graph_4_1_node_395,0
graph_4_1_node_202,1
graph_4_1_node_156,0
graph_4_1_node_424,0
graph_4_1_node_866,0
graph_4_1_node_439,1
graph_4_1_node_409,1
graph_4_1_node_234,0
graph_4_1_node_491,1
graph_4_1_node_936,1
graph_4_1_node_290,0
graph_4_1_node_69,1
graph_4_1_node_813,1
graph_4_1_node_601,1
graph_4_1_node_170,1
graph_4_1_node_555,0
graph_4_1_node_112,1
graph_4_1_node_934,1
graph_4_1_node_445,0
graph_4_1_node_535,0
graph_4_1_node_162,1
graph_4_1_node_469,1
graph_4_1_node_976,1
graph_4_1_node_2,1
graph_4_1_node_299,1
graph_4_1_node_718,1
graph_4_1_node_255,1
graph_4_1_node_262,1
graph_4_1_node_839,0
graph_4_1_node_888,0
graph_4_1_node_4,1
graph_4_1_node_712,0
graph_4_1_node_173,0
graph_4_1_node_195,1
graph_4_1_node_697,1
graph_4_1_node_487,1
graph_4_1_node_997,1
graph_4_1_node_887,1
graph_4_1_node_212,0
graph_4_1_node_646,1
graph_4_1_node_475,0
graph_4_1_node_876,1
graph_4_1_node_630,1
graph_4_1_node_294,0
graph_4_1_node_322,0
graph_4_1_node_956,0
graph_4_1_node_39,0
graph_4_1_node_551,0
graph_4_1_node_221,0
graph_4_1_node_225,1
graph_4_1_node_358,0
graph_4_1_node_878,1
graph_4_1_node_181,0
graph_4_1_node_600,1
graph_4_1_node_326,1
graph_4_1_node_462,1
graph_4_1_node_598,1
graph_4_1_node_532,1
graph_4_1_node_818,1
graph_4_1_node_78,0
graph_4_1_node_975,1
graph_4_1_node_363,0
graph_4_1_node_416,1
graph_4_1_node_97,1
graph_4_1_node_763,1
graph_4_1_node_660,0
graph_4_1_node_288,0
graph_4_1_node_977,0
graph_4_1_node_370,0
graph_4_1_node_897,1
graph_4_1_node_104,1
graph_4_1_node_939,1
graph_4_1_node_28,1
graph_4_1_node_30,0
graph_4_1_node_657,1
graph_4_1_node_874,0
graph_4_1_node_536,1
graph_4_1_node_722,0
graph_4_1_node_808,1
graph_4_1_node_842,1
graph_4_1_node_542,0
graph_4_1_node_684,0
graph_4_1_node_94,1
graph_4_1_node_70,1
graph_4_1_node_913,1
graph_4_1_node_638,1
graph_4_1_node_828,1
graph_4_1_node_48,1
graph_4_1_node_371,0
graph_4_1_node_364,1
graph_4_1_node_8,1
graph_4_1_node_341,1
graph_4_1_node_71,0
graph_4_1_node_704,0
graph_4_1_node_795,1
graph_4_1_node_572,0
graph_4_1_node_623,0
graph_4_1_node_492,1
graph_4_1_node_607,0
graph_4_1_node_844,0
graph_4_1_node_909,1
graph_4_1_node_386,1
graph_4_1_node_811,1
graph_4_1_node_422,1
graph_4_1_node_215,0
graph_4_1_node_384,1
graph_4_1_node_991,1
graph_4_1_node_727,1
graph_4_1_node_953,1
graph_4_1_node_27,1
graph_4_1_node_558,0
graph_4_1_node_313,1
graph_4_1_node_681,0
graph_4_1_node_829,1
graph_4_1_node_153,1
graph_4_1_node_575,0
graph_4_1_node_583,1
graph_4_1_node_357,1
graph_4_1_node_133,1
graph_4_1_node_648,1
graph_4_1_node_961,1
graph_4_1_node_822,0
graph_4_1_node_400,1
graph_4_1_node_912,1
graph_4_1_node_446,1
graph_4_1_node_274,0
graph_4_1_node_884,1
graph_4_1_node_286,0
graph_4_1_node_273,0
