,Stability
graph_3_5_node_882,1
graph_3_5_node_241,1
graph_3_5_node_916,1
graph_3_5_node_970,0
graph_3_5_node_895,1
graph_3_5_node_482,1
graph_3_5_node_365,1
graph_3_5_node_848,1
graph_3_5_node_623,0
graph_3_5_node_718,1
graph_3_5_node_565,1
graph_3_5_node_51,1
graph_3_5_node_919,0
graph_3_5_node_395,0
graph_3_5_node_694,0
graph_3_5_node_489,0
graph_3_5_node_247,1
graph_3_5_node_610,0
graph_3_5_node_556,1
graph_3_5_node_633,1
graph_3_5_node_599,1
graph_3_5_node_739,1
graph_3_5_node_851,0
graph_3_5_node_885,1
graph_3_5_node_54,1
graph_3_5_node_199,1
graph_3_5_node_587,1
graph_3_5_node_884,1
graph_3_5_node_585,1
graph_3_5_node_421,1
graph_3_5_node_840,0
graph_3_5_node_886,1
graph_3_5_node_185,1
graph_3_5_node_842,1
graph_3_5_node_685,0
graph_3_5_node_111,1
graph_3_5_node_133,1
graph_3_5_node_209,1
graph_3_5_node_458,0
graph_3_5_node_258,1
graph_3_5_node_307,1
graph_3_5_node_793,0
graph_3_5_node_524,0
graph_3_5_node_666,1
graph_3_5_node_606,0
graph_3_5_node_674,0
graph_3_5_node_328,0
graph_3_5_node_396,1
graph_3_5_node_158,1
graph_3_5_node_684,0
graph_3_5_node_870,0
graph_3_5_node_309,1
graph_3_5_node_780,1
graph_3_5_node_770,1
graph_3_5_node_272,1
graph_3_5_node_239,1
graph_3_5_node_304,0
graph_3_5_node_564,0
graph_3_5_node_658,1
graph_3_5_node_64,1
graph_3_5_node_995,1
graph_3_5_node_756,0
graph_3_5_node_192,1
graph_3_5_node_476,0
graph_3_5_node_129,1
graph_3_5_node_579,1
graph_3_5_node_112,1
graph_3_5_node_957,1
graph_3_5_node_917,1
graph_3_5_node_604,1
graph_3_5_node_57,0
graph_3_5_node_717,1
graph_3_5_node_286,0
graph_3_5_node_645,1
graph_3_5_node_171,0
graph_3_5_node_4,1
graph_3_5_node_569,1
graph_3_5_node_811,1
graph_3_5_node_212,0
graph_3_5_node_398,0
graph_3_5_node_196,1
graph_3_5_node_690,1
graph_3_5_node_572,0
graph_3_5_node_665,1
graph_3_5_node_63,1
graph_3_5_node_888,0
graph_3_5_node_696,0
graph_3_5_node_401,0
graph_3_5_node_475,0
graph_3_5_node_428,1
graph_3_5_node_778,0
graph_3_5_node_835,1
graph_3_5_node_837,0
graph_3_5_node_643,0
graph_3_5_node_371,0
graph_3_5_node_1,1
graph_3_5_node_249,1
graph_3_5_node_654,1
graph_3_5_node_211,1
graph_3_5_node_949,0
graph_3_5_node_907,1
graph_3_5_node_139,1
graph_3_5_node_90,0
graph_3_5_node_18,1
graph_3_5_node_609,1
graph_3_5_node_388,0
graph_3_5_node_122,1
graph_3_5_node_34,1
graph_3_5_node_116,1
graph_3_5_node_657,1
graph_3_5_node_539,1
graph_3_5_node_344,1
graph_3_5_node_103,1
graph_3_5_node_383,1
graph_3_5_node_206,0
graph_3_5_node_542,0
graph_3_5_node_366,0
graph_3_5_node_394,0
graph_3_5_node_2,1
graph_3_5_node_584,1
graph_3_5_node_30,0
graph_3_5_node_750,0
graph_3_5_node_586,1
graph_3_5_node_245,1
graph_3_5_node_157,1
graph_3_5_node_826,0
graph_3_5_node_386,1
graph_3_5_node_453,1
graph_3_5_node_375,0
graph_3_5_node_634,0
graph_3_5_node_625,1
graph_3_5_node_738,1
graph_3_5_node_927,1
graph_3_5_node_940,1
graph_3_5_node_378,0
graph_3_5_node_664,1
graph_3_5_node_817,0
graph_3_5_node_119,1
graph_3_5_node_53,1
graph_3_5_node_279,0
graph_3_5_node_197,1
graph_3_5_node_265,1
graph_3_5_node_525,1
graph_3_5_node_176,1
graph_3_5_node_415,1
graph_3_5_node_226,0
graph_3_5_node_11,0
graph_3_5_node_992,1
graph_3_5_node_283,1
graph_3_5_node_858,0
graph_3_5_node_45,1
graph_3_5_node_194,0
graph_3_5_node_402,0
graph_3_5_node_170,1
graph_3_5_node_291,0
graph_3_5_node_374,1
graph_3_5_node_861,1
graph_3_5_node_853,1
graph_3_5_node_786,0
graph_3_5_node_20,1
graph_3_5_node_24,1
graph_3_5_node_775,1
graph_3_5_node_391,1
graph_3_5_node_935,1
graph_3_5_node_774,1
graph_3_5_node_966,0
graph_3_5_node_551,0
graph_3_5_node_188,1
graph_3_5_node_399,0
graph_3_5_node_640,1
graph_3_5_node_136,1
graph_3_5_node_593,1
graph_3_5_node_710,0
graph_3_5_node_162,1
graph_3_5_node_791,0
graph_3_5_node_954,1
graph_3_5_node_729,0
graph_3_5_node_803,0
graph_3_5_node_178,0
graph_3_5_node_152,1
graph_3_5_node_878,1
graph_3_5_node_419,0
graph_3_5_node_787,0
graph_3_5_node_31,1
graph_3_5_node_144,0
graph_3_5_node_120,1
graph_3_5_node_550,1
graph_3_5_node_759,0
graph_3_5_node_175,1
graph_3_5_node_130,1
graph_3_5_node_578,1
graph_3_5_node_471,1
graph_3_5_node_377,1
graph_3_5_node_766,1
graph_3_5_node_166,0
graph_3_5_node_326,1
graph_3_5_node_620,0
graph_3_5_node_68,0
graph_3_5_node_742,1
graph_3_5_node_455,1
graph_3_5_node_532,1
graph_3_5_node_257,1
graph_3_5_node_500,0
graph_3_5_node_879,0
graph_3_5_node_367,1
graph_3_5_node_533,0
graph_3_5_node_82,0
graph_3_5_node_32,0
graph_3_5_node_481,1
graph_3_5_node_918,0
graph_3_5_node_290,0
graph_3_5_node_337,1
graph_3_5_node_313,1
graph_3_5_node_417,1
graph_3_5_node_841,0
graph_3_5_node_700,1
graph_3_5_node_713,1
graph_3_5_node_783,1
graph_3_5_node_760,0
graph_3_5_node_800,0
graph_3_5_node_379,1
graph_3_5_node_219,1
graph_3_5_node_465,1
graph_3_5_node_796,1
graph_3_5_node_488,1
graph_3_5_node_262,1
graph_3_5_node_706,0
graph_3_5_node_436,1
graph_3_5_node_12,1
graph_3_5_node_179,0
graph_3_5_node_925,1
graph_3_5_node_781,1
graph_3_5_node_451,1
graph_3_5_node_48,1
graph_3_5_node_540,1
graph_3_5_node_715,1
graph_3_5_node_412,1
graph_3_5_node_26,1
graph_3_5_node_408,1
graph_3_5_node_343,1
graph_3_5_node_333,1
graph_3_5_node_302,1
graph_3_5_node_552,1
graph_3_5_node_701,1
graph_3_5_node_126,1
graph_3_5_node_429,0
graph_3_5_node_570,0
graph_3_5_node_403,1
graph_3_5_node_225,1
graph_3_5_node_422,1
graph_3_5_node_355,1
graph_3_5_node_901,0
graph_3_5_node_733,1
graph_3_5_node_598,1
graph_3_5_node_601,1
graph_3_5_node_528,1
graph_3_5_node_767,0
graph_3_5_node_821,1
graph_3_5_node_44,1
graph_3_5_node_813,1
