,Stability
graph_4_4_node_399,0
graph_4_4_node_361,1
graph_4_4_node_743,1
graph_4_4_node_868,1
graph_4_4_node_899,1
graph_4_4_node_436,1
graph_4_4_node_359,1
graph_4_4_node_975,1
graph_4_4_node_884,1
graph_4_4_node_852,0
graph_4_4_node_395,0
graph_4_4_node_243,0
graph_4_4_node_640,1
graph_4_4_node_484,1
graph_4_4_node_370,0
graph_4_4_node_991,1
graph_4_4_node_576,1
graph_4_4_node_334,1
graph_4_4_node_557,0
graph_4_4_node_635,1
graph_4_4_node_346,1
graph_4_4_node_918,0
graph_4_4_node_549,1
graph_4_4_node_719,1
graph_4_4_node_166,0
graph_4_4_node_265,1
graph_4_4_node_244,1
graph_4_4_node_730,0
graph_4_4_node_154,1
graph_4_4_node_509,0
graph_4_4_node_581,1
graph_4_4_node_282,1
graph_4_4_node_594,1
graph_4_4_node_954,1
graph_4_4_node_851,0
graph_4_4_node_981,1
graph_4_4_node_125,1
graph_4_4_node_412,1
graph_4_4_node_403,1
graph_4_4_node_793,0
graph_4_4_node_44,1
graph_4_4_node_473,0
graph_4_4_node_886,1
graph_4_4_node_168,1
graph_4_4_node_658,1
graph_4_4_node_160,1
graph_4_4_node_260,0
graph_4_4_node_655,1
graph_4_4_node_286,0
graph_4_4_node_649,0
graph_4_4_node_847,0
graph_4_4_node_620,0
graph_4_4_node_898,1
graph_4_4_node_843,0
graph_4_4_node_872,0
graph_4_4_node_502,1
graph_4_4_node_415,1
graph_4_4_node_388,0
graph_4_4_node_337,1
graph_4_4_node_642,0
graph_4_4_node_327,1
graph_4_4_node_279,0
graph_4_4_node_565,1
graph_4_4_node_914,1
graph_4_4_node_993,0
graph_4_4_node_54,1
graph_4_4_node_892,0
graph_4_4_node_352,0
graph_4_4_node_363,0
graph_4_4_node_310,1
graph_4_4_node_604,1
graph_4_4_node_22,0
graph_4_4_node_833,0
graph_4_4_node_997,1
graph_4_4_node_225,1
graph_4_4_node_595,1
graph_4_4_node_14,0
graph_4_4_node_430,0
graph_4_4_node_218,0
graph_4_4_node_999,0
graph_4_4_node_774,1
graph_4_4_node_314,1
graph_4_4_node_234,0
graph_4_4_node_165,0
graph_4_4_node_336,0
graph_4_4_node_49,0
graph_4_4_node_960,1
graph_4_4_node_9,0
graph_4_4_node_55,1
graph_4_4_node_173,0
graph_4_4_node_494,0
graph_4_4_node_167,1
graph_4_4_node_546,0
graph_4_4_node_111,1
graph_4_4_node_175,1
graph_4_4_node_545,1
graph_4_4_node_575,0
graph_4_4_node_623,0
graph_4_4_node_514,1
graph_4_4_node_331,1
graph_4_4_node_197,1
graph_4_4_node_350,1
graph_4_4_node_990,0
graph_4_4_node_937,1
graph_4_4_node_519,0
graph_4_4_node_805,0
graph_4_4_node_526,1
graph_4_4_node_515,1
graph_4_4_node_84,0
graph_4_4_node_996,1
graph_4_4_node_409,1
graph_4_4_node_288,0
graph_4_4_node_299,1
graph_4_4_node_467,1
graph_4_4_node_146,1
graph_4_4_node_229,0
graph_4_4_node_731,1
graph_4_4_node_597,0
graph_4_4_node_681,0
graph_4_4_node_60,1
graph_4_4_node_38,1
graph_4_4_node_856,1
graph_4_4_node_564,0
graph_4_4_node_101,0
graph_4_4_node_849,0
graph_4_4_node_809,0
graph_4_4_node_41,0
graph_4_4_node_249,1
graph_4_4_node_671,1
graph_4_4_node_107,1
graph_4_4_node_585,1
graph_4_4_node_838,1
graph_4_4_node_142,1
graph_4_4_node_91,1
graph_4_4_node_87,1
graph_4_4_node_964,1
graph_4_4_node_614,0
graph_4_4_node_162,1
graph_4_4_node_571,0
graph_4_4_node_820,1
graph_4_4_node_192,1
graph_4_4_node_706,0
graph_4_4_node_529,1
graph_4_4_node_277,1
graph_4_4_node_274,0
graph_4_4_node_292,1
graph_4_4_node_559,0
graph_4_4_node_300,0
graph_4_4_node_711,1
graph_4_4_node_357,1
graph_4_4_node_767,0
graph_4_4_node_497,0
graph_4_4_node_136,1
