,Stability
graph_3_1_node_701,0
graph_3_1_node_532,1
graph_3_1_node_150,1
graph_3_1_node_113,1
graph_3_1_node_283,1
graph_3_1_node_448,0
graph_3_1_node_107,0
graph_3_1_node_651,1
graph_3_1_node_754,1
graph_3_1_node_132,0
graph_3_1_node_807,1
graph_3_1_node_248,0
graph_3_1_node_497,0
graph_3_1_node_659,0
graph_3_1_node_84,0
graph_3_1_node_185,1
graph_3_1_node_968,1
graph_3_1_node_826,0
graph_3_1_node_117,0
graph_3_1_node_678,1
graph_3_1_node_234,0
graph_3_1_node_88,1
graph_3_1_node_366,0
graph_3_1_node_905,0
graph_3_1_node_575,0
graph_3_1_node_537,0
graph_3_1_node_355,1
graph_3_1_node_161,0
graph_3_1_node_676,1
graph_3_1_node_967,0
graph_3_1_node_791,0
graph_3_1_node_356,0
graph_3_1_node_50,1
graph_3_1_node_683,1
graph_3_1_node_492,1
graph_3_1_node_667,0
graph_3_1_node_182,1
graph_3_1_node_436,1
graph_3_1_node_594,1
graph_3_1_node_306,1
graph_3_1_node_584,1
graph_3_1_node_354,0
graph_3_1_node_41,0
graph_3_1_node_509,0
graph_3_1_node_897,1
graph_3_1_node_36,0
graph_3_1_node_722,0
graph_3_1_node_849,0
graph_3_1_node_455,1
graph_3_1_node_82,0
graph_3_1_node_687,0
graph_3_1_node_985,1
graph_3_1_node_613,0
graph_3_1_node_788,0
graph_3_1_node_850,1
graph_3_1_node_363,0
graph_3_1_node_264,1
graph_3_1_node_940,1
graph_3_1_node_222,1
graph_3_1_node_296,0
graph_3_1_node_462,1
graph_3_1_node_887,0
graph_3_1_node_67,1
graph_3_1_node_140,1
graph_3_1_node_44,1
graph_3_1_node_994,1
graph_3_1_node_793,0
graph_3_1_node_478,1
graph_3_1_node_883,1
graph_3_1_node_996,1
graph_3_1_node_694,0
graph_3_1_node_630,0
graph_3_1_node_374,1
graph_3_1_node_103,1
graph_3_1_node_186,0
graph_3_1_node_157,0
graph_3_1_node_321,1
graph_3_1_node_7,1
graph_3_1_node_520,0
graph_3_1_node_454,1
graph_3_1_node_752,1
graph_3_1_node_866,0
graph_3_1_node_800,0
graph_3_1_node_8,1
graph_3_1_node_102,0
graph_3_1_node_925,1
graph_3_1_node_664,1
graph_3_1_node_98,1
graph_3_1_node_898,1
graph_3_1_node_42,1
graph_3_1_node_99,1
graph_3_1_node_108,0
graph_3_1_node_880,1
graph_3_1_node_879,0
graph_3_1_node_467,0
graph_3_1_node_621,0
graph_3_1_node_247,1
graph_3_1_node_360,1
graph_3_1_node_623,0
graph_3_1_node_692,0
graph_3_1_node_203,0
graph_3_1_node_95,1
graph_3_1_node_611,0
graph_3_1_node_636,0
graph_3_1_node_916,1
graph_3_1_node_164,0
graph_3_1_node_379,1
graph_3_1_node_751,0
graph_3_1_node_51,1
graph_3_1_node_133,1
graph_3_1_node_470,1
graph_3_1_node_288,0
graph_3_1_node_615,0
graph_3_1_node_978,0
graph_3_1_node_803,0
graph_3_1_node_764,1
graph_3_1_node_201,1
graph_3_1_node_280,0
graph_3_1_node_873,1
graph_3_1_node_232,1
graph_3_1_node_962,1
graph_3_1_node_237,0
graph_3_1_node_801,1
graph_3_1_node_291,0
graph_3_1_node_155,0
graph_3_1_node_427,1
graph_3_1_node_395,0
graph_3_1_node_16,0
graph_3_1_node_259,1
graph_3_1_node_174,1
graph_3_1_node_241,0
graph_3_1_node_30,0
graph_3_1_node_215,0
graph_3_1_node_912,1
graph_3_1_node_310,1
graph_3_1_node_494,0
graph_3_1_node_543,1
graph_3_1_node_195,0
graph_3_1_node_568,1
graph_3_1_node_250,0
graph_3_1_node_71,0
graph_3_1_node_59,0
graph_3_1_node_530,1
graph_3_1_node_190,0
graph_3_1_node_249,0
graph_3_1_node_933,0
graph_3_1_node_677,0
graph_3_1_node_382,1
graph_3_1_node_891,0
graph_3_1_node_144,0
graph_3_1_node_138,1
graph_3_1_node_776,0
graph_3_1_node_553,0
graph_3_1_node_533,0
graph_3_1_node_824,0
graph_3_1_node_785,1
graph_3_1_node_261,0
graph_3_1_node_947,0
graph_3_1_node_603,1
graph_3_1_node_286,0
graph_3_1_node_31,1
graph_3_1_node_571,0
graph_3_1_node_74,0
graph_3_1_node_707,0
graph_3_1_node_588,1
graph_3_1_node_289,0
graph_3_1_node_91,1
graph_3_1_node_518,1
graph_3_1_node_960,1
graph_3_1_node_92,1
graph_3_1_node_368,1
graph_3_1_node_572,0
graph_3_1_node_894,1
graph_3_1_node_982,1
graph_3_1_node_865,1
graph_3_1_node_244,0
graph_3_1_node_844,0
graph_3_1_node_426,1
graph_3_1_node_221,0
graph_3_1_node_794,1
graph_3_1_node_813,1
graph_3_1_node_303,0
graph_3_1_node_313,1
graph_3_1_node_342,0
graph_3_1_node_689,1
graph_3_1_node_245,1
graph_3_1_node_83,1
graph_3_1_node_26,1
graph_3_1_node_746,0
graph_3_1_node_684,0
graph_3_1_node_631,1
graph_3_1_node_771,1
graph_3_1_node_799,0
graph_3_1_node_431,1
graph_3_1_node_895,1
graph_3_1_node_447,1
graph_3_1_node_158,1
graph_3_1_node_769,1
graph_3_1_node_827,0
graph_3_1_node_319,0
graph_3_1_node_706,0
graph_3_1_node_378,0
graph_3_1_node_393,1
graph_3_1_node_129,1
graph_3_1_node_326,1
graph_3_1_node_903,1
graph_3_1_node_637,0
graph_3_1_node_597,0
graph_3_1_node_116,0
graph_3_1_node_231,0
graph_3_1_node_357,1
graph_3_1_node_376,1
graph_3_1_node_632,0
graph_3_1_node_122,1
graph_3_1_node_546,0
graph_3_1_node_937,0
graph_3_1_node_590,1
graph_3_1_node_673,0
graph_3_1_node_423,0
graph_3_1_node_385,1
graph_3_1_node_429,0
graph_3_1_node_774,1
graph_3_1_node_718,1
graph_3_1_node_298,1
graph_3_1_node_440,0
graph_3_1_node_48,1
graph_3_1_node_734,1
graph_3_1_node_483,0
graph_3_1_node_514,1
graph_3_1_node_443,0
